68,24,5,0,8,163,0,128,5,48,4,32,0,19,128,197,64,128,138,208,32,8,65,20,14,16,65,68,18,129,0,32
196,25,21,0,10,34,0,32,5,16,4,52,8,51,128,213,64,128,2,242,49,8,67,84,14,16,65,70,18,129,32,96
1,0,16,0,6,74,17,8,72,96,1,32,68,16,10,0,50,4,0,33,4,16,12,0,0,0,0,7,12,6,25,1
1,0,16,128,6,74,49,0,72,96,1,34,76,16,10,0,50,4,0,33,4,16,12,128,64,0,0,7,12,6,25,1
4,0,16,0,6,74,48,0,64,96,3,32,84,8,10,32,38,21,0,33,132,16,12,0,64,0,1,5,4,2,9,5
4,0,24,0,6,74,48,0,96,96,3,34,84,8,0,32,38,21,0,33,132,48,12,0,64,0,1,5,4,2,9,0
0,68,2,0,16,169,34,1,4,129,11,0,224,64,8,0,16,32,2,48,0,144,0,8,36,16,4,0,128,64,128,8
0,64,2,3,16,169,2,5,4,161,11,0,224,64,9,0,16,32,0,16,0,144,0,8,44,0,4,0,128,82,0,8
0,4,130,0,16,9,34,3,44,1,10,0,96,64,8,0,48,0,2,48,2,128,0,0,32,4,4,0,0,0,128,0
0,68,2,0,16,9,34,1,4,129,11,0,96,64,8,0,16,0,0,48,0,144,0,40,32,0,4,0,128,64,128,8
68,138,67,64,192,20,38,33,33,130,34,72,8,129,68,148,39,184,160,2,80,14,160,96,19,4,0,104,2,161,132,32
134,169,0,129,128,66,74,32,19,34,144,146,128,6,64,0,8,220,221,64,24,12,192,131,136,0,137,245,36,161,22,16
134,169,128,129,128,66,74,8,19,2,128,146,128,6,64,0,8,220,221,194,88,12,193,131,0,4,137,181,0,41,20,16
128,57,71,0,146,128,35,64,48,128,0,36,8,17,133,133,34,98,17,80,48,200,0,104,8,8,0,2,6,5,3,225
104,68,38,34,112,173,32,4,204,172,43,13,96,0,7,17,128,32,2,20,128,80,0,24,112,73,36,0,128,86,64,72
130,10,0,17,4,40,128,166,16,164,16,129,130,172,81,9,8,108,37,69,8,88,192,0,136,16,72,225,4,36,22,192
130,11,0,145,4,96,0,160,16,32,144,129,130,36,65,9,8,76,37,68,24,88,192,162,136,16,217,245,36,45,22,144
145,240,156,48,18,10,148,65,202,49,17,48,22,24,0,35,34,4,76,1,100,37,12,0,160,129,33,20,65,32,139,131
149,152,154,64,130,90,182,1,234,48,32,48,1,144,100,34,34,44,64,2,117,137,164,48,32,201,33,114,65,32,203,135
149,152,154,64,130,90,182,65,234,49,32,48,1,152,68,34,34,44,64,2,117,137,132,48,32,137,33,50,65,32,203,135
140,9,4,161,20,175,67,16,133,52,0,21,130,1,18,5,0,0,73,85,40,64,64,132,201,16,137,84,130,141,16,64
140,11,4,161,28,175,67,16,133,60,16,21,130,1,18,5,0,0,13,29,40,72,64,132,201,16,137,212,2,141,16,96
0,96,128,3,0,3,4,4,6,162,2,0,128,0,65,8,1,40,2,0,0,148,64,2,4,4,20,0,0,50,0,8
16,40,32,160,20,174,131,82,64,164,10,5,22,8,18,0,128,96,89,85,128,33,16,32,200,0,1,16,136,73,16,64
0,40,32,161,20,174,131,82,128,36,10,5,2,8,18,0,0,64,89,85,128,33,16,32,200,0,1,16,128,73,16,64
17,44,154,32,22,44,176,66,106,192,8,4,20,24,19,0,162,96,0,17,132,176,16,8,192,4,0,0,205,64,27,130
64,0,169,172,4,52,72,134,6,5,72,5,161,142,33,192,192,192,32,4,136,0,114,17,129,165,138,8,16,88,0,24
64,192,137,172,8,52,8,134,4,4,72,4,160,142,0,192,192,128,32,4,8,0,114,17,129,165,138,8,16,88,0,24
144,194,151,64,18,22,36,65,162,49,161,208,1,36,44,195,36,29,192,32,34,1,40,17,33,225,1,52,1,0,135,160
144,194,151,64,16,22,164,65,162,49,161,208,9,36,44,131,36,29,192,160,32,129,40,16,33,193,1,36,65,96,135,160
132,57,70,16,210,138,49,64,168,240,5,53,12,17,2,21,34,36,81,16,48,201,8,4,72,0,1,118,14,5,82,131
132,57,70,144,214,138,49,64,169,240,5,53,12,17,2,23,34,44,81,20,48,201,8,132,72,0,1,102,14,5,18,131
141,41,82,0,214,194,51,64,161,224,1,56,28,17,2,19,34,236,64,81,52,218,132,96,72,0,1,33,174,133,10,131
141,41,146,0,214,194,51,0,225,224,0,58,28,145,66,19,34,237,0,81,52,210,132,104,72,0,1,33,174,133,10,131
3,124,132,193,24,243,0,134,7,160,136,162,0,22,129,32,1,176,202,144,13,0,81,136,34,4,129,20,128,216,8,12
2,116,128,131,16,82,72,7,131,160,156,162,128,7,129,128,9,184,220,16,9,4,80,136,162,4,132,145,162,186,28,56
2,96,129,167,4,72,132,1,2,162,17,128,162,133,65,132,8,44,133,8,73,148,192,130,128,148,28,160,6,134,22,184
4,208,211,64,66,88,38,35,42,34,45,40,8,144,228,176,35,12,32,2,65,152,168,16,2,12,1,102,1,32,139,165
64,10,83,80,194,80,34,32,32,130,2,96,40,128,197,156,34,250,160,192,17,14,162,98,26,4,16,73,0,129,36,32
64,10,83,208,194,80,34,32,32,130,6,96,40,128,197,152,34,250,160,64,17,14,162,226,18,4,16,73,0,1,46,168
0,8,211,68,194,80,48,0,32,130,32,104,32,144,229,240,34,121,160,0,5,6,128,96,0,4,16,11,1,1,15,141
0,8,218,68,194,80,48,0,32,130,32,104,32,144,229,176,34,121,160,0,5,134,132,96,0,4,16,43,1,1,11,141
0,166,14,16,208,134,41,113,161,52,37,4,0,5,8,17,5,28,64,184,80,214,24,68,105,18,5,100,0,128,130,128
132,33,10,48,208,134,104,17,32,20,1,29,0,67,0,27,4,140,0,148,48,198,152,68,107,1,1,100,0,0,162,144
65,16,90,82,194,81,48,32,97,128,34,40,96,144,229,56,50,146,32,64,21,14,22,66,26,10,80,74,9,130,8,12
65,16,90,82,194,208,176,32,96,130,34,40,96,144,231,56,51,163,32,64,21,14,150,66,26,10,80,106,73,2,10,12
197,41,169,160,208,20,74,1,16,140,65,4,176,8,81,145,192,106,0,213,53,74,240,42,13,1,168,136,128,33,48,16
197,9,169,172,244,20,74,0,16,140,64,4,176,40,209,192,192,106,20,213,63,2,240,34,12,161,168,136,128,33,48,24
8,33,97,22,0,73,1,32,84,228,163,129,32,4,84,16,0,170,74,3,64,200,68,0,68,0,0,16,0,64,68,80
96,132,106,6,16,216,66,160,225,65,42,25,64,96,14,18,0,192,72,4,36,4,100,39,2,54,16,81,0,3,68,84
227,64,10,20,96,28,164,5,120,142,35,140,112,64,143,25,128,32,32,0,196,84,160,0,4,11,116,128,64,16,64,12
37,152,56,17,194,1,146,32,66,38,32,45,128,24,66,64,3,12,32,71,212,62,68,50,12,5,33,102,81,33,64,197
4,136,40,17,130,0,150,33,66,38,48,5,128,8,66,0,11,12,32,7,208,62,196,18,4,5,33,102,85,33,131,193
97,65,44,4,96,9,164,1,232,132,34,13,32,8,22,19,128,32,98,5,196,64,4,8,36,8,100,0,64,0,64,76
96,64,96,0,96,9,164,5,232,164,34,13,32,8,23,19,0,32,96,5,192,112,4,8,36,8,100,32,64,16,66,72
1,33,14,4,96,24,4,33,232,140,34,12,32,0,6,18,128,34,74,0,196,9,32,8,36,24,0,0,8,0,192,76
97,1,46,4,96,9,164,1,232,132,34,13,48,8,22,19,128,32,64,5,196,64,4,8,36,8,36,0,64,0,65,76
67,100,134,68,17,60,96,70,169,9,12,64,32,4,4,179,160,0,88,24,39,193,0,8,51,8,132,128,138,80,72,13
65,68,6,2,96,153,100,1,233,10,34,12,32,0,134,16,160,0,74,0,196,5,2,8,50,26,20,8,8,130,200,12
